,tweetID,date,content,likeCount,retweetCount
10,1630151139013402624,2023-02-27 10:21:32+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/rhtu9R4ovF Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/E0TKEpZqUC,0,0
11,1630151072483352578,2023-02-27 10:21:17+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/rhtu9R4ovF Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/aE5Bf45QYn,0,0
12,1630151063226425345,2023-02-27 10:21:14+00:00,"kes.2800
🌎:Nairobi - Kenya
☎️:+254771838565
🕋:Imenti house,zodiak stalls Z53 
🚛:We deliver WorldWide.
🚥:Available in assorted sizes,brands &amp;colors 
#SayNoToLGBTQinKenya
#AndrewKibe
Nyamakima Natembeya China Square Kitale peter obi supreme Court Kiburi FC Kisumu https://t.co/Nhk9vjyLuQ",0,0
13,1630150992401428481,2023-02-27 10:20:57+00:00,"@JaMtoka It pains me how in less wealthy nations such as ours, we're made to pay exorbitant prices for such vehicles. It's a great car no doubt, but 18.5M is almost double the price of the 2023 model. This is the dumping Moses Kuria should be addressing not  China Square.",0,0
14,1630150964115062785,2023-02-27 10:20:51+00:00,"@moneyacademyKE @WilliamsRuto  @StateHouseKenya  the government has to be careful with this . China square is feeding this population. Things are AFFORDABLE! You deny people affordable food , amenities &amp; commodities you are facing a riot . Hungry people are angry people .",0,0
15,1630150912114040832,2023-02-27 10:20:38+00:00,"kes.3500
🌎:Nairobi - Kenya
☎️:+254771838565
🕋:Imenti house,zodiak stalls Z53 
🚛:We deliver WorldWide.
🚥:Available in assorted sizes,brands &amp;colors 
#SayNoToLGBTQinKenya
#AndrewKibe
Nyamakima Natembeya China Square Kitale peter obi supreme Court Kiburi FC Kisumu https://t.co/liTF7lP4tN",0,0
16,1630150828756484097,2023-02-27 10:20:18+00:00,"kes.4000
🌎:Nairobi - Kenya
☎️:+254771838565
🕋:Imenti house,zodiak stalls Z53 
🚛:We deliver WorldWide.
🚥:Available in assorted sizes,brands &amp;colors 
#SayNoToLGBTQinKenya
#AndrewKibe
Nyamakima Natembeya China Square Kitale peter obi supreme Court Kiburi FC Kisumu https://t.co/P8JYvuyd8l",0,0
17,1630150822406287360,2023-02-27 10:20:17+00:00,Interests within govt exposed after PS Singoei contradicts CS Kuria on China Square https://t.co/gAvmGYyyBK,0,0
18,1630150789598412801,2023-02-27 10:20:09+00:00,"Nandi Ndii Amish IEBC Natembeya Kiburi FC China Square

All available from 40 to 45
At 3500
0721207052 https://t.co/ap8txTeblO",1,1
19,1630150776801697793,2023-02-27 10:20:06+00:00,"China Square has announced that the shop 
will remain closed indefinitely, to allow time to sort out a number of issues.
#chinasquare https://t.co/nsp4kXXzqM",0,0
20,1630150729062023168,2023-02-27 10:19:55+00:00,Eastleigh business community aint compaining about China Square; maybe goods in Nyamakima are over priced. Every business has a business strategy as an entrant possibly he offered fine rates to attract clients by offering value for money because of the business location.,0,0
21,1630150720614703106,2023-02-27 10:19:53+00:00,"Mode Function
Use the MODE function in Excel to find the most frequently occurring number in a list of numbers. ^CN

China Square #AndrewKibe China Square #SayNoToLGBTQinKENYA Nigerians #ElectionResults Somalis https://t.co/IleiF88WjM",0,0
22,1630150654407712773,2023-02-27 10:19:37+00:00,"Accessories, Laptops, Printers, Desktops n ETRs all available at reasonable prices; Quad Systems, we r located at Rahimtulla Trust Building, 1stFlr, Rm19,opp Bihi Towers. Call us on 0722292887/0720932377 #ElectionResults #andrewkibe #natembeya #ChinaSquare #IEBC #TheSupremeCourt https://t.co/Y4YqGxpxb7",1,0
23,1630150588288598017,2023-02-27 10:19:21+00:00,@honkabogo I guess because the importing taxes are high. You cannot tell us to fire thousands of Kenyans employd in kamukunji market earning a living bcause of china square. They turn to buyers or what? Politicians don't care about us. A buyer wants to even get it free. They don't know the,0,0
24,1630149968525950976,2023-02-27 10:16:53+00:00,"@smutoro @HonMoses_Kuria If China Square was named Trafalgar Square and owned by Mr Smith, would there be any hullabaloo?

We suffer from Sino-Phobia yet, Kenya by 1976 had a higher per capita income than China-when both were 3rd World Countries. 
But what China did right doesn't bother us?

#Nyamakima",0,0
25,1630149716787843072,2023-02-27 10:15:53+00:00,"@kyanika_tito @christinenyaga5 @iamjuddah @HonMoses_Kuria What about the consumer?. If the same item in kamukunji is 30% cheaper at China square, why would I buy ag kamukunji?.",0,0
26,1630149711939227648,2023-02-27 10:15:52+00:00,"@HonMoses_Kuria Out of the 10million China square makes in a day the can just pay the ""C's"" 5million hii stori iishe 😂",1,0
27,1630149665223065600,2023-02-27 10:15:41+00:00,"Every politician we have come across : ""Kenya is open for trade and business!!! (right after we get our kickbacks and line our pockets)""

China Square",0,0
28,1630149560952664065,2023-02-27 10:15:16+00:00,"@Pishizy @paulinenjoroge Just cz the owner of China Square is a Chinese doesn't make him a Manufacturer.  He is a middleman, just like the Kamaus of nyamakima and Gikomba. The problem we have in Kenya is looking at things through tribal n now it has grown to a national lens just  for some few tumbocrats",1,0
29,1630149555588153345,2023-02-27 10:15:15+00:00,What is the real deal with China Square?,0,0
30,1630149517982007296,2023-02-27 10:15:06+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/Fm3G02oNJT,0,0
31,1630149472087932929,2023-02-27 10:14:55+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/TFnWNMYRyR,0,0
32,1630149445416263682,2023-02-27 10:14:49+00:00,"No one loves you 😛

China square
#andrewkibe 
Natembeya
Nandi ruto peter obi https://t.co/Astv4lTDKM",2,0
33,1630149434246938624,2023-02-27 10:14:46+00:00,"@citizentvkenya U know whats even sad the people trying to ban china square haven't been there. And dont need to shop there. If he has been there he would know its  not an apparel store, the same people wouldn't also shop at  gikomba and kamukunji. But they will make a decision for those who do",0,0
34,1630149432472752130,2023-02-27 10:14:46+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/DJq4YS3491,0,0
35,1630149396166762497,2023-02-27 10:14:37+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/GyhLCPicWV,0,0
36,1630149358606794752,2023-02-27 10:14:28+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/lJDBvJ1Cos,0,0
37,1630149331331211264,2023-02-27 10:14:21+00:00,@smutoro China Square all the way,0,0
38,1630149316957306880,2023-02-27 10:14:18+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/DX9hCivw1s,0,0
39,1630149281695911937,2023-02-27 10:14:10+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/mrYwJEj0HW,0,0
40,1630149249429012480,2023-02-27 10:14:02+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/zO8QpvgoZC,0,0
41,1630149246748966914,2023-02-27 10:14:01+00:00,"Bei kama ya CHINA SQUARE 🥰
Who is in?
📌 0726886896 https://t.co/ctKkouVo3E",1,1
42,1630149208392060929,2023-02-27 10:13:52+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/neUlhtbaKv,0,0
43,1630149150477271040,2023-02-27 10:13:38+00:00,"Utata wa China Square:

Hisia mseto zimeendelea kutolewa kufuatia utata wa duka 

Waziri Moses Kuria ameendelea kutoa msimamo mitandaoni 

Baadhi ya wabunge wakosoa msimamo wa waziri Moses Kuria

#SemaNaCitizen @RashidAbdalla https://t.co/JleNrJF35v",4,0
44,1630149096060198912,2023-02-27 10:13:25+00:00,Cracked *DSTV AND NETFLIX APPS* TUmia millele bila kulipia kila mwezi works on smart phone na smart tv android tv👉https://t.co/Zw6syFLHJr Natembeya China Square Supreme Court Somalis Amish Saint maximin Kiburi Fc Nyamakima Turkey Ziyech Peter Obi Haverts #AndrewKibe https://t.co/8MmdbxrWN2,0,0
45,1630149052342886401,2023-02-27 10:13:15+00:00,Protect Kenyans from fellow Kenyans by OPENING CHINA SQUARE period!,0,0
46,1630148916179075072,2023-02-27 10:12:42+00:00,"Fights between so called ""SMALL SCALETRADERS"" &amp; CHINA SQUARE LTD is what sensitised communities do when they are facing COMPETITION. 
I do second the frivolous sentiments made by @HonMoses_Kuria the Cs. TRADE,INVESTMENTS &amp; INDUSTRY over the foreign investment dubbed CHINA SQUARE",2,1
47,1630148912941072386,2023-02-27 10:12:42+00:00,China Square should open a branch at every shopping center in this country.,0,0
48,1630148872696627201,2023-02-27 10:12:32+00:00,"Gikomba, Muthurwa and Moses Kuria to China Square owners https://t.co/KoUqOoq0oB",0,0
49,1630148847069437953,2023-02-27 10:12:26+00:00,"@iamjuddah In a perfect competitive market, sellers are price makers and buyers are price takers, china square has done nothing wrong. If you feel its wrong, buy somewhere else!!!!",0,0
50,1630148812177043456,2023-02-27 10:12:18+00:00,@moseskuriahon Make me understand. You closed China square because it is cheap or what?,0,0
51,1630148703850733568,2023-02-27 10:11:52+00:00,"2015 NISSAN MARCH
PRICE; KES 830,000 
1200cc engine 
106 NM of torque 
78 HP of power 
Bank financing✅
Trade in✅

China square somalis Peter obi iebc nyamakima Nigerians Kenyans hooters saint maximin #AndrewTate #andrewkibe  #SayNoToLGBTQinKENYA Saudi league https://t.co/qxa345Fkxq",0,0
52,1630148608946315264,2023-02-27 10:11:29+00:00,"@KenyaOn70901895 My dear, these team KK are full of wash wash pple include the chief master Praying mantis nothing will survive.
Imagine, children are not going to school and price of commodities are higher, even where common mwananchi can afford like China Square they are rushing to close😭😭😭",1,0
53,1630148593964183553,2023-02-27 10:11:26+00:00,Simmering diplomatic tiff between Kenya and China over recent directives by Trade Cabinet Secretary Moses Kuria on China Square operations; the CS says there is no special skill required to sell bras and boxers in the streets of Nairobi. Kenyans can do it despite establishment https://t.co/SJG9l2XyH0,1,0
54,1630148369216577536,2023-02-27 10:10:32+00:00,"We operate in a global market, let China Square be. We need to be competitive with our pricing.
#chinasquare",0,0
55,1630148253814538242,2023-02-27 10:10:05+00:00,"2015 NISSAN MARCH
PRICE; KES 830,000 
1200cc engine 
106 NM of torque 
78 HP of power 
Bank financing✅
Trade in✅

China square somalis Peter obi iebc nyamakima Nigerians Kenyans hooters saint maximin #AndrewTate #andrewkibe  #SayNoToLGBTQinKENYA Saudi league https://t.co/ei7AZhSYur",0,0
56,1630147863094128643,2023-02-27 10:08:31+00:00,#chinasquare #MosesKuria #ministryoftrade #kissfm What the hell happens to all the employees at China Square? 😡😡😡 it’s clear that we’re being exploited!!! The government should tell us how Ch Sq can import stuff and pay taxes and still be cheaper.,0,0
57,1630147856609824769,2023-02-27 10:08:30+00:00,"While protecting local retailers is a valid concern for any governments, it is important to recognize that using price as a pretense for doing so can have negative consequences. 

#chinasquare",0,0
58,1630147854902734848,2023-02-27 10:08:29+00:00,"PSC to begin interviews of 11 IEBC panel shortlisted candidates
https://t.co/kUltxyFDmk 
@PSCKenya @IEBCKenya @HonWetangula @NAssemblyKE @Senate_KE @WChebukati 
Kisumu| Zimbabweans | Nandi| China Square| Supreme Court",0,0
59,1630147785478602753,2023-02-27 10:08:13+00:00,"We operate in a global market, let China Square be. We need to be conpetitive with our pricing.
#chinasquare",0,0
60,1630147677299064835,2023-02-27 10:07:47+00:00,@Cofek_Africa What is your position on China Square debate?,0,0
61,1630147582033813507,2023-02-27 10:07:24+00:00,"Cartoon themed  kids duvets restocked
 1 Bedsheet and 2 pillowcases
⭐Sizes 4x6
 Ksh. 3500
Deliveries done countrywide
Call 0796 133 126 to buy
#AndrewKibe Natembeya China Square https://t.co/e6hnOQDcJs",4,0
62,1630147535971942400,2023-02-27 10:07:13+00:00,"@ahmednasirlaw @HonMoses_Kuria The same way @HonMoses_Kuria wants to close down China Square, he should be dealing with the Uber's and Bolt's and allow our local taxis to thrive. This double standards he is using is nonsensical.",0,0
63,1630147499380883457,2023-02-27 10:07:05+00:00,China Square Under Fire: Contemplates Closure Amidst Uproar from Competitors https://t.co/8O9lb15xH1,0,0
64,1630147477281144832,2023-02-27 10:06:59+00:00,Does your girlfriend understand what's happening with China Square or she's too beautiful? https://t.co/6DrYILscr7,0,0
65,1630147354647986178,2023-02-27 10:06:30+00:00,"#andrewkibe, China Square natembeya #electronresults Peter obi kiburi FC Nandi toddy Boehly Saint maximin",3,3
66,1630147266160852992,2023-02-27 10:06:09+00:00,"@machoguezekiel what is your opinion on this teaching method? Real fish Vs Drawings. 
#istandwithchen
Moses Kuria
China Square",1,0
67,1630147232073654274,2023-02-27 10:06:01+00:00,"My 3 rules to living a life of peace and happiness...

1) Live in private
2) Be low-key
3) Be humble

| AndrewKibe China Square SayNoToLGBTQinKenya Nambeya Kiburi FC IEBC Somalis Peter Obi Nandi",1,1
68,1630147213220356098,2023-02-27 10:05:56+00:00,"If China Square opens an online store &amp; operates from China &amp; Ships orders weekly  in bulk it will be a loss for GoK.

All it needs is a good logistics company to accept all orders &amp; break them down for individual customers.",1,0
69,1630147209348907008,2023-02-27 10:05:56+00:00,Very true somehow. @HonMoses_Kuria need to tell Kenyans how China Square got their license,0,0
70,1630147206111023105,2023-02-27 10:05:55+00:00,@HonMoses_Kuria @honkabogo Wachana na China Square kabisaa,0,0
71,1630147146702811139,2023-02-27 10:05:41+00:00,@mathu_wilson @honkabogo If the guy at CS and Kenyan retailers are buying from the same source then Kenyans should lower their prices to compete. Or the China Square guy can partner with local merchants. I understand the need to protect local business but so should consumers,1,0
72,1630147120794615810,2023-02-27 10:05:34+00:00,@HonMoses_Kuria I have been to Saudi  for a business research . Saudi is very friendly to all investors and China play a very important role in their 2030 vision When you are targeting  to chase Chinese investor of China square.,0,0
73,1630146990049841152,2023-02-27 10:05:03+00:00,"Let's kam Thru and Support Kenya's Finest Comedian MCA Tricky
Sitakosa Pia Wewe Usikose 
Its Gonna b one of a Kind and 🔥🔥🔥💯
#Natembeya#ElectionResults#ChinaSquare#Nandi#KiburiFc#SupremeCourt#Zendaya#Mbappe#SaudiLeague#FifatheBest https://t.co/0iDbSi2fPZ",0,0
74,1630146967975215104,2023-02-27 10:04:58+00:00,"Our yesterday's win for those asking in my DM.
Today's matches are available now DM or whatsapp through 👉https://t.co/v2Lpt7VuQF

Peter Obi Nandi President Kagame China Square Somalis Natembeya #SayNoToLGBTQinKENYA #CorabaoCupFinal https://t.co/gGmRsKYYH3",0,0
75,1630146961947992065,2023-02-27 10:04:57+00:00,"What the hell? A CS for Trade &amp; Investments @HonMoses_Kuria has said that Kenyans can go to the streets to hawk bras and boxers, perhaps to get something pay high taxes to the gov't?

No wonder many are moving outside the country in droves!

Natembeya | #AndrewKibe | China Square https://t.co/VuM81U2IQ4",6,0
76,1630146877617258496,2023-02-27 10:04:36+00:00,"I am sorry to say ,but this issue of China Square has taken a political trajectory. Moses Kuria is protecting the Kikuyunisation of Business in this country; the kalenjin politician are for killing of that Kikuyunisation of Business in this country. 
(Not all politicians)",0,0
77,1630146826358738944,2023-02-27 10:04:24+00:00,@edwinsifuna China square,0,0
78,1630146771816005633,2023-02-27 10:04:11+00:00,"@HonMoses_Kuria Now imagine the Saudi minister reading one of your xenophobic  tweet, that's how serious China Square is mhesh. In position of power many eyes are on you",0,0
79,1630146749863014402,2023-02-27 10:04:06+00:00,Is china square open today,0,0
80,1630146711283695616,2023-02-27 10:03:57+00:00,Hii ndio ina peleka watu China Square mall. Huyo minister awache kelele. He can learn a thing or 2 from the clip. Si Bwana asifiwe cc@coreanedances on IG #chinasquare #kenya #KOT https://t.co/S9CJxgc6aA,0,0
81,1630146620061806592,2023-02-27 10:03:35+00:00,"Our yesterday's win for those asking in my DM.
Today's matches are available now DM or WHATSAPP through 👉https://t.co/OZadpjuK3A

Peter Obi Nandi President Kagame China Square Somalis Natembeya #SayNoToLGBTQinKENYA #CorabaoCupFinal https://t.co/FtXj4iSkQg",0,0
82,1630146618929324072,2023-02-27 10:03:35+00:00,@WilliamsRuto is practising discrimination in day light by sending his CS to attack China square on social media,0,0
83,1630146582027927552,2023-02-27 10:03:26+00:00,Natembeya China🇨🇳 Square Embarrassing Kisumu Supreme Court #andrewkibe,0,0
84,1630146564378312706,2023-02-27 10:03:22+00:00,@brian_onyancha @iamjuddah I agree with you. The price and quality difference is too huge. We should be against China square closure,0,0
85,1630146552634261506,2023-02-27 10:03:19+00:00,China now threatens RUTO after indefinite closure of China Square store following CS MOSES KURIA’s remarks against the Chinese https://t.co/VWJ3987Sy1,0,0
86,1630146544082067461,2023-02-27 10:03:17+00:00,MOSES KURIA takes lawyer AHMEDNASIR to class after he opposed the closure of the CHINA SQUARE supermarket https://t.co/AJ1k3Hms2v,0,0
87,1630146479577870336,2023-02-27 10:03:02+00:00,"Senator awards Ksh 8.3 million in school fees to bright, needy students
https://t.co/KDryE8vQEf

#scholarship #Kisumu #Ojienda 

Trending: China Square | Natembeya | Supreme Court | Somalis | Kiburi FC https://t.co/JEuquvK9JK",0,0
88,1630146477073874944,2023-02-27 10:03:01+00:00,Pia as Ku comrades...remember we can strike hio China square isifungwe...juu its at our pocket friendly....bora Babu Owino aseme tuh riaaa!...😂,2,0
89,1630146441195790337,2023-02-27 10:02:52+00:00,@abuoralenn @iamjuddah It's funny those guys are not even complaining about China square .... 😂😂,0,0
90,1630146169308344321,2023-02-27 10:01:48+00:00,"This Nyamakima -China Square thing reminds me of when uber had just landed in Nairobi, it wasn't well embraced by the old school taxi drivers",0,0
91,1630146155416809474,2023-02-27 10:01:44+00:00,@Pishizy @paulinenjoroge China Square are not manufacturers or what do they manufacture? They are just importing goods like any other importer who are not exploiting consumers and also paying taxes which is rare with the people you want protected,0,0
92,1630146138308509696,2023-02-27 10:01:40+00:00,"Murugamiriri munene wa nduka ya China Square, Lei Cheng augite gitumi kinene gia kuhinga mirango ya nduka iyo ni kwambika mitaratara mirungiriru iria iguteithiriria aguri kugia na riera riega. 
#MohoroGitau https://t.co/xPayqV8Isg",0,0
93,1630146001695563777,2023-02-27 10:01:08+00:00,Nyamakima and Gikomba traders after Moses Kuria chased away the China Square Chinese investors. Hustlers MUST SUFFER under @HonMoses_Kuria that's the GOAL🤣🤣💯 https://t.co/ysIo3Yo6ol,15,4
94,1630145967847530498,2023-02-27 10:01:00+00:00,"@MaithyaGabriel @ThioMuiruri @HonMoses_Kuria @citizentvkenya @KenyattaUni My thinking has evolved on this issue in 2 ways as i have sought to understand it more:-

1. Local traders import f'm China&amp; overprice for Wanjiku. 
2. China Square has brought a needed disruption!

Also, i chckd again&amp; local traders still dont beleive @HonMoses_Kuria  means well",0,0
95,1630145837643755520,2023-02-27 10:00:28+00:00,"Popular retail outlet China Square will remain closed until further notice.
The announcement came a day after Cheng said the company would stop operations temporarily “to allow us to re-evaluate and replan our company strategy”.
#ChinaSquare https://t.co/7SsccqeAa6",0,0
96,1630145827694862337,2023-02-27 10:00:26+00:00,@gabrieloguda *Closing down China Square,0,0
97,1630145795377725441,2023-02-27 10:00:18+00:00,"Leave China square alone. I think Nairobi is moving to Eastleigh My guy. Did you know that Easleigh BBS Mall will be the largest in Africa 3500 shops,  a 7 star hotel and 3 hospitals.",2,0
98,1630145740566568964,2023-02-27 10:00:05+00:00,"Built for Speed, Get this 
Hp Elitebook 840 G3, |8Gb Ram| 1 Tb Hdd| 2.8 Ghz Speed| 14"" Full Hd Display|Windows 11|1 year Warranty|Price 36000| Call or Whatsapp us: 0791427671.
Visit us along Tom Mboya Street, Sheikh Hse.
#RepeatOfBible|#SayNoToLGBTQinKENYA | China Square|#MUNNEW https://t.co/HhfzAEDOJ1",3,1
99,1630145359157637122,2023-02-27 09:58:34+00:00,Shock as it emerges that it is EX-CS MATIANG’I who authorised CHINA SQUARE to operate in Kenya – Who owns 30 percent of the business? https://t.co/rBf4o10AeT,0,0
100,1630145269412102144,2023-02-27 09:58:13+00:00,China square ilikuwa inajaa hadi wanafunga gate to control flow ya customers. Bwana one retail shop literally changed the business trajectory of a dead mall,4,0
101,1630145196179464192,2023-02-27 09:57:56+00:00,"2015l4 BMW 523i
2000CC
Asking price 2.6M
For More info visit our office 0776341467 

Zari David ndii Nigerians ziyech #andrewkibe #AndrewTate Somalis kiburi FC iebc nyama kima Saudi league Kenyans hooters election results Saint maximin china square Amish https://t.co/dpToZPy97n https://t.co/sbVBitfh7R",0,0
